gene,Absorptive,B_plasma,Basal,Conventional_CD4,Conventional_CD8,Cycling_T/NK,Cycling_endothelia,Cycling_epithelia,DC,Enteroendocrine,Epithelial_progenitor,Epithelial_stem,Erythrocyte,Fibroblast,Glia,Granulocyte,Immature_B,Intestinal_Cajal_cell,Keratinocyte,Lymphatic_endothelia,Lymphoid_stromal_cell,Macrophage,Mature_B,Megakaryocyte/platelet,Melanocyte,Mesoderm,Mesothelium,Microfold,Monocyte,Myoblast/myocyte,Myofibroblast,NK,Neuron,Neuron_progenitor,Pericyte,Salivary/Submucosal_glands,Secretory,Smooth_muscle,Transit_amplifying,Treg,Unconventional_T/ILC,Vascular_endothelia,signature_variance
PLPP1,56.7096103139288,1.0,1.0,1.0,1.0,1.0,110.805533177878,1.0,1.0,1.0,31.8324567553265,1.0,1.0,228.382924569322,231.51820201276,1.0,1.0,1.0,1.0,749.784479801116,298.162324734597,1.0,1.0,1.0,1.0,206.837908095701,59.2223815926769,62.9488703935107,1.0,140.700052330409,155.743018031189,1.0,47.5896147142829,46.768389820663,115.200186357511,1.0,1.0,36.6300776415852,1.0,1.0,1.0,158.566926519518,4.288506958835597
TUBB2B,1.0,1.0,1.0,1.0,1.0,1.0,39.7867262919714,1.0,1.0,69.7873245128112,1.0,1.0,1.0,1.0,326.475282051001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,294.224668587546,56.8395999759825,117.912670570799,1.0,1.0,237.404043969136,1.0,1.0,3576.06998572177,455.176055359644,1.0,1.0,1.0,115.488963226829,1.0,1.0,1.0,1.0,4.282161689884778
FAM107B,1.0,1.0,1.0,194.40640949157,137.351888655731,216.989080192846,75.5959659844248,1.0,57.299317288516,1.0,39.7838775922286,1.0,1.0,1.0,78.5133538596413,1.0,96.5727495967028,1.0,1.0,273.411249170586,1.0,49.3609693640826,144.116908091975,205.164967862393,1.0,1.0,1.0,1.0,80.8808911004757,1.0,1.0,133.130120000945,62.6174448173313,46.4844677702,1.0,243.391032456157,120.604405950071,1.0,1.0,161.370031557305,144.804127086195,1.0,4.277962090916829
MGST1,182.342820975182,1.0,103.283969828179,1.0,1.0,1.0,1.0,285.92661389014,1.0,1.0,238.034046859131,270.399667924008,1.0,1.0,1.0,1.0,1.0,1.0,207.696178810268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,163.020184633709,81.5469807478916,1.0,1.0,1.0,1.0,46.4371191591195,1.0,202.671212588463,223.42579772081,1.0,383.066857122488,1.0,1.0,1.0,4.275540131791625
CSTA,1.0,1.0,176.801427362062,1.0,1.0,1.0,1.0,604.066792653792,131.684835357531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15216.0837815041,1.0,1.0,57.955123344873,1.0,1.0,1.0,1.0,1.0,1.0,476.235633885897,1.0,1.0,1.0,1.0,1.0,1.0,88.3453252136387,1.0,1.0,1.0,1.0,1.0,1.0,4.274468911783582
NR4A1,193.724095712883,145.957483468564,132.663080204526,1.0,1.0,1.0,129.299757548915,59.4273594616016,194.750378454674,291.763584612903,1.0,93.8404385647516,1.0,160.423874811854,230.02371738287,362.969451139068,174.200998044639,1.0,1.0,1.0,1.0,127.869947393071,232.266913432302,1.0,194.288113658638,1.0,127.489217726973,69.0014157647281,253.5382552114,126.859754056667,111.941084013989,158.355006507201,1.0,77.8986281859141,158.080350414714,102.216194800054,175.341001909883,210.434251903307,252.883717666672,1.0,173.302339656982,151.917125385764,4.274083242871753
MEIS2,1.0,1.0,1.0,1.0,1.0,1.0,105.543361212154,1.0,1.0,1.0,1.0,1.0,1.0,159.502485563979,1.0,1.0,1.0,823.459717645261,1.0,107.276738110229,97.3644793312267,1.0,1.0,1.0,1.0,483.264687643191,261.367989581148,1.0,1.0,45.5286401106907,239.114551943222,1.0,1.0,1.0,75.6761713386222,60.0542607736192,1.0,382.383910955945,1.0,1.0,1.0,1.0,4.271836678367153
IL6ST,1.0,1.0,33.4641136842538,123.926961182151,1.0,1.0,179.569031044085,1.0,65.5095070189751,1.0,31.1558100960447,1.0,1.0,221.661305429868,76.290976980712,1.0,1.0,59.6666750895579,1.0,354.627838325627,164.273510214404,88.301853639471,1.0,473.857939965955,65.3436966111207,70.2062757304191,76.8875821131504,46.5980390996118,1.0,1.0,81.1641305561552,1.0,1.0,1.0,144.011742666858,100.490206116746,1.0,46.2918071022147,1.0,148.115600462671,1.0,323.028850324854,4.255843422200268
CXCL3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,220.433293306699,1.0,1.0,1.0,56.8943538561026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,318.9498551424,1.0,3783.86341972764,1.0,1.0,1.0,1.0,1000.24269355613,1.0,1.0,1.0,1.0,1.0,1.0,70.9138977273616,268.45360029121,1.0,179.943408827979,1.0,1.0,1.0,4.245782180454556
RRBP1,293.803397862507,205.072885765363,49.3524922005053,1.0,1.0,40.1770823508444,209.607741041357,180.689106717316,100.16511518929,62.1092650137306,327.204317778239,232.54769878051,1.0,297.47875699021,54.7735584269615,1.0,1.0,246.062383302755,54.5144353198767,169.987491724061,267.184943123788,94.6593901027862,1.0,1.0,145.408063718199,216.942663887575,99.3421920130682,304.342224940351,95.1222294056653,93.741963928153,237.781876345842,1.0,1.0,1.0,184.229419550533,203.265442241845,327.479458875932,105.012996605247,321.168084510442,1.0,1.0,248.16304265142,4.24262716070503
GLIPR1,1.0,1.0,1.0,193.895057441302,165.099891425834,106.727754046112,1.0,1.0,292.520503784565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,148.959143472382,57.7018562642738,1.0,1.0,1.0,257.712299100084,130.860707309301,1.0,1.0,1.0,1.0,1.0,288.825658981014,1.0,1.0,202.617190654861,1.0,1.0,1.0,1.0,1.0,66.7033727949172,1.0,171.474091935721,167.045829678329,1.0,4.242420154801207
ARHGAP15,1.0,1.0,1.0,179.414797693093,153.5951061496,118.778388805691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,83.8309870097497,269.718004151274,1.0,160.022563704273,1.0,1.0,1.0,196.120726469955,1.0,105.690257582751,1.0,1.0,175.190516402255,1.0,1.0,1.0,1.0,164.454990124539,91.6103033307035,1.0,1.0,148.466823953453,1.0,1.0,1.0,1.0,162.688148767659,131.38006387832,1.0,4.238559866276034
TUBB6,1.0,1.0,95.2953233718361,1.0,1.0,1.0,339.557421792236,49.4283478934239,1.0,1.0,1.0,1.0,148.291971832474,119.451362151833,1.0,1.0,1.0,146.60436866859,152.016343992188,304.765272852418,88.5865888110147,1.0,1.0,1.0,122.681464571987,60.3292073992014,89.7062335627077,1.0,1.0,40.9652392665056,107.888720590687,1.0,1.0,61.002291332955,123.621791224253,1.0,1.0,183.185552895629,1.0,1.0,1.0,133.191131352438,4.2333272086995954
RAB34,1.0,1.0,65.9658860737485,1.0,1.0,1.0,33.2211503913109,41.133153947978,48.4493254006323,1.0,73.7364260936627,1.0,1.0,245.434054077221,76.8374140565616,72.1203419324119,1.0,121.316048919375,1.0,1.0,223.408138677941,57.3725902280217,1.0,1.0,97.4229667869985,287.640829764308,228.18928504607,1.0,1.0,189.245534559595,221.576707974601,1.0,1.0,52.3505905035026,175.130163455074,1.0,1.0,184.950725389231,1.0,1.0,1.0,1.0,4.232747341581166
HOPX,1.0,1.0,131.229018103056,1.0,212.623317833416,168.373179106772,1.0,1.0,1.0,318.501213297498,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,982.815456508701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,688.537771418765,1.0,1.0,107.168410125935,1.0,1.0,70.8751119286917,1.0,1.0,572.857258576128,1.0,4.21489925224162
SMC4,1.0,1.0,1.0,1.0,1.0,434.937812083112,353.894504414207,119.687279535409,1.0,1.0,48.6910538054483,1.0,1.0,141.914709130472,93.1723010691212,1.0,1.0,151.359811503455,56.7008873029062,113.03453522646,1.0,1.0,1.0,1.0,1.0,49.6256268643927,53.8153609881563,1.0,1.0,87.5605862073848,1.0,1.0,1.0,258.537183467194,88.5484656033912,1.0,1.0,82.7071588555748,108.692283446054,116.496756680896,101.928704015553,56.3486630104735,4.2130776331138495
CARD16,1.0,1.0,43.8050403468886,89.8432887583995,97.4016675420042,88.595229779087,1.0,1.0,153.217530849865,1.0,1.0,1.0,1.0,111.122548723314,1.0,118.47881726251,70.2223909820973,1.0,1.0,106.930013560937,1.0,155.839451893099,1.0,1.0,78.4480048054394,1.0,1.0,1.0,278.597978829724,1.0,67.3640372198113,169.994469211029,1.0,1.0,92.2602898134083,1.0,1.0,1.0,66.4257382385308,410.45887833989,95.3210737883335,124.75732999944,4.210281069381121
RHOBTB3,1.0,1.0,1.0,1.0,1.0,1.0,82.0273053617509,1.0,1.0,75.8005221599373,75.2029576941584,68.1884567165334,1.0,220.322461915129,82.4914506525361,105.630890975007,1.0,42.5033018459003,1.0,1.0,196.24123034734,1.0,1.0,1.0,144.649452906008,245.763782107466,212.31292935453,1.0,1.0,93.153540917334,185.957844129056,1.0,44.7489484144787,138.619937114153,164.876369733265,81.1780583224466,1.0,145.682955451319,51.2364946292949,1.0,1.0,1.0,4.2098255841789625
EFEMP2,1.0,1.0,1.0,1.0,1.0,1.0,52.5612084879225,1.0,1.0,1.0,1.0,1.0,1.0,256.048617958935,127.615247505759,1.0,1.0,146.218195275652,1.0,63.9453843989067,223.071125800172,1.0,1.0,1.0,1.0,236.083366730307,252.75570282977,1.0,1.0,117.529638051272,305.794762329049,1.0,39.8458790227818,57.5277664341559,206.587416368214,1.0,1.0,191.971542279405,1.0,1.0,1.0,1.0,4.206995264347751
TUSC3,1.0,1.0,66.3282601671558,1.0,1.0,1.0,88.6289848742731,38.1965728065431,1.0,184.721626091794,88.2022438632728,45.0223800641239,1.0,149.587152622377,113.089714736892,1.0,1.0,293.004927065218,1.0,1.0,124.043614033026,1.0,1.0,1.0,1.0,152.322462075698,189.671819474639,1.0,1.0,80.9867353810079,107.808892263913,1.0,278.316879123453,85.1542544467675,114.065015729851,1.0,1.0,136.871955863078,1.0,1.0,1.0,49.8660495205225,4.205219455922734
PBX1,1.0,1.0,1.0,1.0,1.0,1.0,43.3273312703731,36.4343709280523,1.0,178.760600825421,104.870257335401,59.0565707899163,1.0,189.896092438809,75.8324330700371,66.040126441603,1.0,196.595204495117,1.0,1.0,190.701351102012,1.0,1.0,205.164967862393,1.0,320.225724167187,141.442185159855,43.9605846876288,1.0,70.2309607824959,272.997540214853,1.0,141.657254704679,129.438546511911,103.501302564024,57.6589610034664,1.0,206.68037931778,39.9043086568792,1.0,1.0,40.5536950885055,4.204502458998407
DUSP6,47.6324301577857,1.0,48.7552681992076,1.0,1.0,58.6181914164125,211.175498729782,1.0,97.95013258368,1.0,38.4159146237535,1.0,1.0,1.0,199.706670489146,436.323632921452,1.0,74.3543784452617,1.0,157.281884831549,1.0,357.567326185381,1.0,1.0,1.0,1.0,1.0,1.0,238.75978000752,1.0,1.0,1.0,1.0,160.037933682956,1.0,91.7333690767506,1.0,1.0,1.0,1.0,1.0,164.904446767925,4.204094311379883
CLIC4,1.0,52.5830061656731,1.0,1.0,1.0,1.0,236.210797291413,1.0,1.0,1.0,1.0,1.0,1.0,113.923634965449,174.748431413975,1.0,1.0,82.3127482553756,1.0,69.206037587824,48.4956326316821,1.0,60.3831428573819,409.329930724786,147.893825923787,98.732832846297,89.3662002947565,1.0,1.0,1.0,193.778344270965,1.0,43.9081064786981,58.3476812119198,127.392054577837,1.0,1.0,174.740930289713,1.0,1.0,1.0,208.799739885696,4.202041258422242
CCL4L2,1.0,1.0,1.0,1.0,931.154088948152,1.0,1.0,1.0,496.550545489646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,940.813297035655,1.0,1.0,1.0,1.0,1.0,1.0,809.758674120857,1.0,1.0,1217.92057672406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,122.393164797316,1.0,4.198417234596104
PTPN6,1.0,53.7071967534567,1.0,65.4562993873238,118.319125756667,106.676191840927,1.0,1.0,148.221672311556,1.0,1.0,1.0,1.0,1.0,1.0,131.80267564146,248.835691715044,1.0,1.0,1.0,1.0,191.546967966007,201.845292298447,205.164967862393,1.0,1.0,1.0,1.0,199.419454975208,1.0,1.0,162.676590795575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.9924557271128,228.358680745548,1.0,4.192058661394228
CDKN1C,1.0,1.0,1.0,1.0,1.0,1.0,94.3013369529959,1.0,1.0,183.695312434364,60.2782927368551,1.0,1.0,151.353377882542,1.0,1.0,1.0,180.816951222756,1.0,181.228111986534,45.4141275283606,1.0,1.0,1.0,128.669840701097,96.8153664262587,134.756890089676,111.491786736773,1.0,506.109800929298,55.7434746470517,1.0,160.823975219818,36.6656501505458,110.995904618345,1.0,1.0,75.4534541414141,1.0,1.0,1.0,71.0337036659006,4.180736016015483
FXYD1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,182.598868862984,1114.1172344066,1.0,1.0,1.0,1.0,1.0,164.260551594942,1.0,1.0,1.0,1.0,124.787599034713,99.7352729237248,1.0,1.0,123.748500317849,234.246995184546,1.0,1.0,628.218150016066,132.112568474112,1.0,1.0,173.647652663505,1.0,1.0,1.0,1.0,4.173576777707051
AOPEP,1.0,1.0,185.812333347034,1.0,1.0,1.0,73.0707073469546,89.5444301687037,1.0,1.0,1.0,1.0,1.0,111.778911587865,142.336862887635,1.0,1.0,1.0,96.181525660243,66.4174592385245,69.2396986681303,1.0,1.0,1.0,296.542246980394,1.0,59.5310348801319,1.0,1.0,151.848975995497,181.972729165929,1.0,183.853784769123,90.4094518937308,121.68576216712,1.0,1.0,154.532268443313,1.0,1.0,1.0,103.619336776487,4.172442702350261
SDC2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45.549681547161,56.7472614853203,1.0,1.0,342.678422445351,92.4706720129256,1.0,1.0,66.0774240374565,1.0,1.0,159.782433936409,1.0,1.0,1.0,1.0,207.262186162655,126.909886161129,1.0,1.0,227.356484447217,253.251464857552,1.0,75.55677085035,53.2904187820875,460.632657118975,1.0,1.0,181.044392116981,1.0,1.0,1.0,1.0,4.170803023395099
POSTN,1.0,1.0,1.0,1.0,1.0,1.0,270.303060331858,1.0,1.0,1.0,1.0,1.0,1.0,416.493079131613,215.042503224381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,104.503759199291,1.0,945.906401961442,1.0,1.0,1.0,194.794310525244,1.0,1.0,212.519595750613,137.932619609605,1.0,1.0,133.560805870156,1.0,1.0,1.0,113.596198599309,4.170068706181918
ACTG2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,368.119593942798,1.0,1.0,1.0,1.0,1.0,1.0,1.0,446.856877069557,1.0,1.0,1.0,1.0,1081.63155512309,1.0,1.0,1.0,261.115371214209,1.0,1.0,10066.5798413548,1.0,1.0,1.0,1.0,4.162465289019306
SLC40A1,113.093229500876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,152.931584390415,1.0,46.5205112176733,74.4627586775741,52.0117218740333,101.16112054195,1.0,1.0,1.0,1.0,1.0,86.9142271302035,56.8680108988093,1245.66774956546,1.0,398.77246262132,1.0,58.5363833727507,107.803775833334,262.310607847352,1.0,1.0,1.0,1.0,1.0,1.0,95.2489043060069,31.555306788711,85.9297573610732,1.0,1.0,1.0,1.0,1.0,4.161146502033867
TSPAN4,1.0,1.0,1.0,1.0,1.0,1.0,179.473288875606,1.0,1.0,1.0,1.0,1.0,1.0,202.802952132843,1.0,1.0,1.0,73.781753064438,1.0,358.795963409294,83.9994247764121,168.33622295263,1.0,1.0,277.356071815977,115.280008095891,165.648396928284,1.0,1.0,37.7033717069985,94.9230544252247,1.0,42.3101522384886,44.6695690979082,160.184999745633,1.0,1.0,49.1515196317087,1.0,1.0,1.0,225.516162516056,4.160165992279141
A2M,1.0,1.0,1.0,1.0,1.0,1.0,765.196167772918,1.0,1.0,1.0,1.0,1.0,1.0,213.962328578211,1.0,1.0,1.0,1.0,1.0,212.68569663423,1.0,271.076321773673,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,122.526452915286,1.0,1.0,1.0,378.235630508775,1.0,1.0,190.906916147082,1.0,1.0,1.0,1206.1857195432,4.156472827458525
STARD10,168.821465090223,1.0,1.0,1.0,1.0,1.0,1.0,205.053941038618,1.0,285.962380412057,310.502375087461,209.727599135463,1.0,1.0,1.0,1.0,1.0,49.9069254397408,39.3249207129757,1.0,52.79544099313,1.0,1.0,1.0,1.0,1.0,1.0,257.088667875725,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125.225056964291,424.247672473945,1.0,235.629853597701,1.0,1.0,1.0,4.1530769099712606
CCDC88A,1.0,1.0,1.0,1.0,1.0,1.0,128.587722104686,1.0,232.081954706127,1.0,1.0,1.0,1.0,122.063128213114,58.3679294178216,112.147764789211,1.0,129.414288859636,1.0,127.323852749711,80.1405206407347,177.638973425746,51.931598096722,1.0,77.0526750479278,129.487325488451,59.203874639709,1.0,154.079554954937,65.3396675562763,115.298887030771,1.0,208.711005955059,133.17982764783,122.853927312887,1.0,1.0,81.600910499788,1.0,1.0,1.0,65.5175769382659,4.151527410429875
TUBB2A,75.9552677370035,1.0,56.483550998761,1.0,1.0,1.0,115.209853032579,70.5465530884674,1.0,142.71967256661,65.5871000146264,1.0,108.263541294054,1.0,141.988280077302,1.0,1.0,122.971594523936,109.160202917142,72.1653430845049,1.0,1.0,1.0,1.0,151.630129972316,1.0,61.8696275983761,57.4007074257692,1.0,60.0436921999933,1.0,1.0,1447.57170093047,107.789916409204,53.205977853238,1.0,81.0976822663803,158.728922502229,54.6048068424536,1.0,1.0,71.3884284505523,4.145551061812985
PGC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1561.11350095895,1.0,2008.95162504935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26927.9415082303,1.0,1.0,1.0,1.0,1.0,4.143025677354878
TNFSF10,105.814285157456,1.0,171.983349744135,1.0,1.0,46.9967425103624,79.5950576866211,57.2261528198549,1.0,1.0,58.6599634402265,41.5436581068713,1.0,1.0,1.0,318.017781079458,1.0,141.302068748374,90.2425664618721,237.913429564934,118.19435881729,55.695906132009,1.0,1.0,1.0,1.0,1.0,194.406976481122,86.4238994075692,1.0,1.0,73.8915654900813,1.0,1.0,1.0,143.458602320459,68.2353596598965,1.0,50.2440806305443,1.0,1.0,345.265876256605,4.142392567191025
FAM49B,42.7726958743837,1.0,73.9701720196347,163.287316264094,221.572346422737,196.98241320254,52.8101763299394,40.7169698765366,317.660245908199,61.9113990616253,41.9933603424378,38.1565530372613,1.0,1.0,1.0,1.0,133.838702087314,73.2555803283192,31.859852264351,1.0,1.0,315.471166908475,194.816969350838,1.0,1.0,1.0,61.6091306657953,66.368283677777,295.552048022214,79.41368564498,1.0,323.261729843272,129.166262914988,68.0071794770542,1.0,1.0,1.0,68.4541681390265,1.0,247.967032406482,204.81963732461,1.0,4.142238727077155
TACC1,1.0,1.0,42.773445735379,1.0,67.2468194181563,89.2806271777726,181.338131228535,1.0,88.0096929892725,1.0,50.164647211994,27.756426899598,1.0,100.757816323792,1.0,118.432255380251,1.0,93.598230430284,1.0,196.871115013632,62.2813025673712,160.401039693155,110.697445697889,205.164967862393,143.317113270754,1.0,1.0,1.0,124.331119476118,1.0,98.4197837667311,109.053273077796,1.0,1.0,211.963157341481,1.0,56.1129337173959,129.712924775495,1.0,1.0,75.247262162072,440.097673619691,4.142157904512388
OLFML3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.6800455741489,1.0,1.0,369.749126455644,82.6772713123984,1.0,1.0,222.532471224614,1.0,1.0,348.201407482509,1.0,1.0,1.0,1.0,429.889785032373,163.603183602336,1.0,1.0,1.0,411.026664399947,1.0,1.0,1.0,251.491623977781,1.0,1.0,184.462037893847,1.0,1.0,1.0,1.0,4.138740289516493
IKZF1,1.0,1.0,1.0,263.013717137042,231.287427469583,237.209313207811,1.0,1.0,96.2125828812206,1.0,1.0,1.0,1.0,1.0,1.0,142.5447302403,215.133714700735,1.0,1.0,1.0,1.0,70.1430739377772,135.988229077719,1.0,1.0,1.0,1.0,1.0,96.8055564692451,1.0,1.0,221.832141983402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,236.603890150932,201.34612954575,1.0,4.138150007741812
RESF1,1.0,1.0,58.8848667912428,211.576331751558,238.618404976592,122.672998781995,53.5868684634413,1.0,52.4704842698575,1.0,37.7144126126304,1.0,1.0,1.0,1.0,1.0,157.449067868216,1.0,1.0,1.0,1.0,1.0,144.868637420328,284.714778979572,1.0,1.0,1.0,59.5608345390963,64.3969112085812,1.0,1.0,195.863872153775,1.0,1.0,1.0,1.0,1.0,1.0,1.0,170.743893133971,195.533512887621,145.652280445296,4.135181979670949
EPB41L2,1.0,1.0,1.0,1.0,1.0,1.0,88.8464508263401,1.0,1.0,1.0,1.0,1.0,1.0,187.701462150247,227.726619053963,1.0,1.0,1.0,1.0,279.994242862489,159.188884905619,75.0221750509915,1.0,205.164967862393,1.0,142.046458163681,43.7827537447673,1.0,1.0,84.7559400228781,212.629576215571,1.0,1.0,115.312603453711,234.669514857688,1.0,1.0,66.0942902705269,38.3331941977963,1.0,1.0,1.0,4.129417031341649
CDC42SE2,62.0038593903044,38.8254179324337,1.0,282.236035274696,291.055436849933,135.414322760589,1.0,1.0,77.950186902068,81.4157755449721,40.0887274297759,28.4180346449195,1.0,1.0,1.0,1.0,137.611866738339,1.0,1.0,77.6564107675316,1.0,70.4762150685918,139.30731925346,205.164967862393,1.0,1.0,1.0,60.2830732986939,87.9651325698069,1.0,1.0,181.128953949141,1.0,1.0,1.0,1.0,1.0,1.0,45.8929000552613,231.975274017879,192.430236617759,77.141174626704,4.122274569311148
ZYX,1.0,1.0,1.0,1.0,94.4448419784347,102.399595189849,135.548108348572,1.0,142.431533647517,1.0,1.0,1.0,1.0,99.459353144026,54.0895586519788,1.0,1.0,171.188271992915,35.4954699022554,85.5049495799512,71.6612776143029,171.641405916802,56.1914699099074,2341.38632447951,1.0,90.5680006519526,101.284438279932,59.3217769841015,242.444674956248,86.8430667998215,111.72162399487,90.1318600127341,38.1909021407508,1.0,134.55838654261,1.0,1.0,233.85682900176,32.2525957997419,74.5818953607825,156.85090247687,79.5404688560242,4.117922867501968
NID1,1.0,1.0,1.0,1.0,1.0,1.0,92.1987223349993,1.0,1.0,1.0,1.0,1.0,1.0,327.880819907586,182.486665853172,1.0,1.0,137.443368274885,1.0,155.352445994942,135.995918393618,1.0,1.0,1.0,1.0,290.667650207613,1.0,1.0,1.0,1.0,372.795490414931,1.0,1.0,81.8011451099708,384.680184901511,1.0,1.0,92.46245189639,1.0,1.0,1.0,41.6047241880362,4.111262321514878
RNF213,74.864650019875,1.0,1.0,225.825699088304,240.91478173566,202.539976593717,68.5397908486222,55.7108607860763,100.350283539426,115.046699298349,1.0,1.0,1.0,57.1275220626126,57.0400199448692,1.0,87.9976797347034,1.0,1.0,70.1903982861585,102.111807703614,195.128817814533,66.0662435700971,100.44311815533,82.1336551153954,1.0,1.0,90.5885969359768,141.975800077489,1.0,1.0,281.112285505998,1.0,1.0,53.6012558920408,1.0,163.580617407926,1.0,90.6440169489939,249.203047132577,261.636989850088,132.180360453564,4.111213303138158
ISG15,127.687410206564,1.0,1.0,107.473525880183,172.320363816124,191.230943861745,167.397092871454,1.0,82.6993711835647,91.4232870691439,1.0,1.0,1.0,136.928594091441,167.443125099171,80.1924418614919,1.0,60.2182419531332,1.0,131.795383239288,97.4098443639462,144.119477988294,71.9368084483341,1.0,115.950263728162,67.7468627728786,1.0,88.1008530452048,194.407285544814,1.0,55.8915735510742,167.63970333916,1.0,1.0,188.583969291765,1.0,144.864034432706,75.7960577871798,1.0,231.89788012277,184.085180617771,241.58386171608,4.108439756765985
TPD52,108.113471568592,173.853808638422,69.860633842933,1.0,1.0,1.0,1.0,88.7728844437567,1.0,321.819520390266,90.970165177326,120.017014939057,1.0,1.0,1.0,1.0,206.236080919191,1.0,84.3491552656705,1.0,1.0,1.0,206.118698844002,1.0,1.0,1.0,32.3002602513472,133.924788154515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,87.3622310555781,212.156903384234,1.0,170.30831020668,1.0,1.0,1.0,4.1042395770235185
PLD3,26.9023602751489,38.0139659471967,56.5155914422786,1.0,1.0,1.0,123.112842276398,44.4775319805571,79.6633913529677,202.506425837845,119.192943878518,62.7854136854482,1.0,256.774303659119,150.792910393127,143.227659668281,1.0,511.840267808127,26.0991801781299,112.552455693644,257.070568061252,421.715799042554,1.0,1.0,93.5527791125449,418.856488561425,331.581412573682,71.6647490392185,113.868446946301,152.740231321083,291.593550940879,1.0,304.773892083044,116.063989456919,205.167497892881,61.6526425095677,1.0,297.551068949113,1.0,1.0,1.0,80.517293197078,4.102705218948531
TYMS,1.0,1.0,1.0,1.0,1.0,442.899165347352,500.289475197515,90.8231065892145,1.0,1.0,50.7604488110763,1.0,95.5264717595527,165.314643108127,126.044994668716,1.0,1.0,131.337868587601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81.9780857150694,77.8494629483798,1.0,1.0,82.9657399151239,1.0,1.0,1.0,194.920233125014,108.77826175452,1.0,1.0,64.4177666287504,76.1149021063376,1.0,1.0,1.0,4.100593924052237
PIK3R1,1.0,1.0,65.4527336033497,185.411322341917,262.364132150204,73.867606569477,79.4378042993446,1.0,1.0,1.0,37.8819728483773,89.4736994493248,1.0,167.621833391316,66.6793635009535,1.0,1.0,77.0999273676922,1.0,1.0,1.0,68.5528098313031,1.0,1.0,98.0141142983562,1.0,67.79227974471,1.0,1.0,1.0,1.0,284.718254531837,145.565937584139,1.0,62.7661092113914,86.4552063202745,1.0,1.0,52.4937694137845,150.857109216237,254.989273121461,1.0,4.096482071276699
PLAC9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,402.226466251404,187.754525161447,1.0,1.0,1.0,1.0,260.987389279536,202.124293637964,1.0,1.0,1.0,1.0,191.17713489745,84.5029485514145,1.0,1.0,105.917863581331,193.157383878168,1.0,1.0,1.0,297.055870056639,1.0,1.0,231.50720210706,1.0,1.0,1.0,74.8496640146329,4.095574366678978
GLUL,60.7827133070427,1.0,359.264396146325,1.0,1.0,1.0,155.798818720557,138.879570140185,228.679308161806,180.747913691022,144.179845633565,108.381511848869,235.253283377781,223.13797254558,144.806247245412,800.123088452887,1.0,78.9754782090382,142.170972061151,271.469261698561,159.609930201623,610.842688951824,1.0,409.329930724786,109.872439687288,135.172810012898,119.48947048251,1.0,460.968214902203,198.931147558722,149.722247240597,1.0,93.6032228013189,121.808643337543,147.789205531602,176.102980277776,379.778690165225,96.1802446382634,87.4499340867918,1.0,1.0,455.932515604465,4.087040394085755
AKR1B1,1.0,1.0,1.0,1.0,1.0,92.9809809779128,106.974073540097,27.3039883210605,73.4984341688006,67.4497431885355,32.6725585396173,1.0,1.0,157.853921428992,94.5899602228845,1.0,1.0,137.263719529992,1.0,1.0,156.499042962761,206.663751420258,71.0362506826199,1.0,1.0,197.290035253401,98.8524823653077,1.0,1.0,301.130488204121,153.30053612069,78.2028029377538,169.7346646121,113.531747283512,107.255414067977,1.0,1.0,60.2743641859616,1.0,1.0,1.0,36.1916416833585,4.0833136405583526
